,agent_type,scenario,reward,steps,interaction_num,duration,cost,datetime
293,hm_gpt35,5,-47.925,1999,16,9.201916360855105,0.9476070000000006,2024-05-21_19-19-03
294,hm_gpt35,5,-15.175,1299,10,5.7383965690930685,0.558234,2024-05-21_19-28-22
295,hm_gpt35,5,-25.335,1599,12,7.699469145139059,0.8182150000000001,2024-05-21_19-34-10
296,hm_gpt35,5,-19.951,1199,8,5.825762355327607,0.625131,2024-05-21_19-41-58
297,hm_gpt35,5,-16.121000000000002,1599,11,7.661149136225382,0.8557290000000001,2024-05-21_19-47-52
298,hm_gpt35,6,-19.530000000000005,2899,24,14.365902105967203,1.5527690000000005,2024-05-21_19-55-38
299,hm_gpt35,6,-10.186,1299,9,6.246690475940705,0.7559680000000001,2024-05-21_20-10-09
300,hm_gpt35,6,-1.867,1599,9,7.660957717895508,1.0191389999999996,2024-05-21_20-16-28
301,hm_gpt35,6,-8.11,1799,14,8.579724363485973,0.964195999999999,2024-05-21_20-24-14
302,hm_gpt35,6,-12.128,1199,8,5.633321674664815,0.579878,2024-05-21_20-32-55
303,hm_gpt35,7,15.783,1099,5,5.011254596710205,0.6470029999999997,2024-05-21_20-38-37
304,hm_gpt35,7,9.171,1299,4,5.905086894830068,0.9058109999999996,2024-05-21_20-43-43
305,hm_gpt35,7,9.837,1099,3,5.163459018866221,0.7833559999999998,2024-05-21_20-49-41
306,hm_gpt35,7,19.523000000000003,1799,10,8.56311369339625,1.1569330000000004,2024-05-21_20-54-55
307,hm_gpt35,7,24.293999999999997,1699,6,7.697420608997345,1.146692,2024-05-21_21-03-35
