,agent_type,scenario,reward,steps,duration,cost,datetime,gpt_version,interaction_num
571,planreact,0,20.29,1699,27.113737074534097,9.45914,2024-05-20_20-48-35,,29.0
572,planreact,1,12.09,1099,19.909681944052377,6.734110000000003,2024-05-20_21-15-49,,18.0
573,planreact,2,4.198000000000001,1399,22.55765031973521,6.969830000000004,2024-05-20_21-35-49,,23.0
574,planreact,3,7.315,1199,17.701180164019267,5.3316300000000005,2024-05-20_21-58-36,,21.0
575,planreact,0,13.225,1599,30.04413627783457,9.587760000000005,2024-05-20_23-58-02,,27.0
576,planreact,0,-2.0809999999999995,1099,16.879607343673705,4.75544,2024-05-21_00-28-10,,18.0
577,planreact,0,-4.0870000000000015,1199,18.91271662314733,5.73208,2024-05-21_00-45-09,,17.0
578,planreact,1,11.891,1299,24.79412874380748,7.780340000000001,2024-05-21_01-04-08,,22.0
579,hm_llama3,4,13.711,1199,69.30239228010177,0.0,2024-05-21_00-21-34,,18.0
580,planreact,1,29.773,1999,45.37817339102427,16.47756,2024-05-21_01-29-00,,31.0
581,hm_llama3,4,28.169,1099,67.64935101270676,0.0,2024-05-21_01-31-03,,15.0
582,planreact,1,55.288,2699,47.07176300287247,16.00321,2024-05-21_02-14-31,,44.0
583,planreact,2,8.492,1299,25.48287920554479,8.775900000000002,2024-05-21_03-01-51,,20.0
584,hm_llama3,5,4.979000000000001,1099,63.8702604174614,0.0,2024-05-21_02-38-46,,10.0
585,planreact,2,50.241,1699,32.05833507378896,10.751220000000004,2024-05-21_03-27-26,,28.0
586,planreact,2,9.969,1199,19.10166277488073,5.7385500000000045,2024-05-21_03-59-39,,23.0
587,planreact,3,-1.4889999999999994,1499,27.5538835644722,9.601860000000002,2024-05-21_04-18-53,,25.0
588,planreact,3,23.238,1299,18.568450514475504,5.592950000000001,2024-05-21_04-46-36,,21.0
589,hm_llama3,5,0.921,1099,86.29057756265004,0.0,2024-05-21_03-42-43,,1.0
590,planreact,3,6.9780000000000015,1899,30.56447011232376,9.12916,2024-05-21_05-05-20,,36.0
591,hm_llama3,6,-6.033,1099,52.78638280232747,0.0,2024-05-21_05-09-05,,16.0
592,planreact,4,1.995999999999999,1399,27.09687522252401,8.989250000000004,2024-05-21_05-36-02,,24.0
593,planreact,4,2.0280000000000005,1199,21.64663646221161,6.050790000000002,2024-05-21_06-03-16,,20.0
594,planreact,4,33.050000000000004,1399,30.189864989121755,8.74877,2024-05-21_06-25-01,,25.0
595,hm_llama3,7,16.865000000000002,1199,75.62308770815531,0.0,2024-05-21_06-01-57,,18.0
596,planreact,4,12.211,1499,27.027712953090667,7.047440000000001,2024-05-21_06-55-19,,26.0
597,planreact,5,-4.164000000000001,1099,30.12211972475052,10.658390000000004,2024-05-21_07-22-26,,14.0
598,planreact,5,12.521,2099,52.50472011168798,18.08037,2024-05-21_07-52-42,,25.0
599,planreact,5,17.952,1399,33.60240046183268,10.16693,2024-05-21_08-45-20,,18.0
600,hm_llama3,7,35.783,1999,121.57631746133168,0.0,2024-05-21_07-17-40,,30.0
601,planreact,5,6.88,1399,33.54202622969945,10.743170000000005,2024-05-21_09-19-01,,15.0
602,planreact,6,7.905000000000001,1099,18.24427360296249,5.083700000000002,2024-05-21_09-52-39,,18.0
603,planreact,6,18.959000000000003,1499,35.4675318201383,11.303399999999996,2024-05-21_10-10-58,,23.0
604,planreact,6,10.738999999999995,1199,21.05967518488566,5.79175,2024-05-21_10-46-31,,19.0
605,hm_llama3,8,41.32,1899,119.59086457888286,0.0,2024-05-21_09-19-24,,25.0
606,planreact,6,37.822,1399,32.92059175570806,7.804209999999997,2024-05-21_11-07-41,,24.0
607,planreact,7,17.71,2099,40.89722782770793,11.324720000000006,2024-05-21_11-40-41,,37.0
608,hm_llama3,8,34.838,1399,80.49670476118723,0.0,2024-05-21_11-19-06,,21.0
609,planreact,7,21.435,1599,34.08055558999379,8.642260000000004,2024-05-21_12-54-45,,28.0
610,planreact,7,6.656000000000001,1099,22.32182190815608,5.26994,2024-05-21_13-28-55,,18.0
611,planreact,7,7.876000000000003,2999,60.59536261955897,16.967749999999995,2024-05-21_13-51-17,,53.0
612,planreact,8,20.43,1499,24.604527123769124,7.1796599999999975,2024-05-21_14-52-01,,26.0
613,planreact,8,22.430000000000003,1199,21.905614654223125,6.383670000000001,2024-05-21_15-16-42,,20.0
614,planreact,8,9.425,1599,34.283710384368895,10.531890000000002,2024-05-21_15-38-40,,28.0
615,planreact,8,31.020999999999994,1899,32.063242296377815,10.453439999999995,2024-05-21_16-13-01,,34.0
